Movie_name,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,IMAX,Documentary,War,Musical,Film-Noir,Western,(no genres listed)
Alfie_2004,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Turn_It_Up_2000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Catwoman_2004,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
This_Is_Elvis_1981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Terminal_The_2004,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Impulse_1984,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Moonlight_and_Valentino_1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Things_Behind_the_Sun_2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyond_Therapy_1987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sneakers_1992,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Linda_Linda_Linda_2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mission:_Impossible_III_2006,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Shipping_News_The_2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Last_Tycoon_The_1976,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Red_Shoes_The_1948,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Good_Burger_1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purple_Rose_of_Cairo_The_1985,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Endless_Summer_2_The_1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sleep_with_Me_1994,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Life_of_Oharu_The_Saikaku_ichidai_onna_1952,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Night_Flier_1997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pursuit_of_Happiness_2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cowboy_1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Battle_Cry_1955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Wackiest_Ship_in_the_Army_The_1960,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Brain_That_Wouldn't_Die_The_1962,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Look_Who's_Talking_1989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connie_and_Carla_2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stealing_Time_a.k.a._Rennie's_Landing_2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beat_the_Devil_1953,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Good_Son_The_1993,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Unknown_The_a.k.a._Alonzo_the_Armless_1927,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Big_Bad_Love_2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bubba_Ho-tep_2002,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Love_Me_Tender_1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Gray_Matters_2006,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pirate_Movie_The_1982,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
X:_The_Man_with_the_X-Ray_Eyes_1963,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Grandview_U.S.A._1984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Story_of_Women_Une_affaire_de_femmes_1988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lord_of_Illusions_1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Steamboat_Round_the_Bend_1935,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21_Grams_2003,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Live-In_Maid_Cama_adentro_2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Same_Time_Next_Year_1978,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paradise_Road_1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Jane_Eyre_1944,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Divine_Intervention_Yadon_ilaheyya_2002,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Premature_Burial_The_1962,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Romero_1989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lulu_on_the_Bridge_1998,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Driller_Killer_The_1979,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Kiss_Me_Goodbye_1982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prelude_to_a_Kiss_1992,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Destinées_Les_Destinées_Sentimentales_Les_2000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordy_1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Science_of_Sleep_The_Science_des_rêves_la_2006,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Take_the_Money_and_Run_1969,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Letters_from_Iwo_Jima_2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Monty_Python's_Life_of_Brian_1979,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double_Life_A_1947,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Father_of_the_Bride_Part_II_1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advise_and_Consent_1962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Blankman_1994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Object_of_Beauty_The_1991,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Little_Nikita_1988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Supernova_2000,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Vicky_Cristina_Barcelona_2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Raining_Stones_1993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Little_Caesar_1931,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Unmade_Beds_1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
To_Cross_the_Rubicon_1991,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Twisted_1996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Moonlighting_1982,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cantante_El_2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Davy_Crockett_King_of_the_Wild_Frontier_1955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Duck_Soup_1933,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lord_of_the_Rings:_The_Two_Towers_The_2002,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Billy_Bathgate_1991,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Picnic_1955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pink_Panther_The_1963,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
American_President_The_1995,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Great_Expectations_1946,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3_Ninjas_Knuckle_Up_1995,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Snake_Eyes_1998,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
High_School_Musical_2006,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Beautiful_People_1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elstree_Calling_1930,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Little_Women_1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Regular_Guys_Echte_Kerle_1996,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ridicule_1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Clear_and_Present_Danger_1994,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
301_302_a.k.a._301/302_1995,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Witches_The_1990,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ace_of_Hearts_2008,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Over_Her_Dead_Body_2008,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Squirm_1976,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
My_Beautiful_Laundrette_1985,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chungking_Express_Chóngqìng_Senlín_1994,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
High_Fidelity_2000,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hostile_Intentions_1994,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Taken_2008,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Battle_for_the_Planet_of_the_Apes_1973,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Todas_las_azafatas_van_al_cielo_Every_Stewardess_Goes_to_Heaven_2002,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kwaidan_Kaidan_1964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dune_2000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Casino_Royale_1967,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Can't_Hardly_Wait_1998,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
What's_Love_Got_to_Do_with_It?_1993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ring_Two_The_2005,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Lucky_Numbers_2000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sympathy_for_Mr._Vengeance_Boksuneun_naui_geot_2002,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
7_Faces_of_Dr._Lao_1964,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Rosie_1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Citizen_Ruth_1996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventures_of_Priscilla_Queen_of_the_Desert_The_1994,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Savior_1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Creepshow_2_1987,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Changeling_The_1980,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Perfect_Holiday_The_2007,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Convoy_1978,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Geronimo:_An_American_Legend_1993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Secret_Ballot_Raye_Makhfi_2001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day_for_Night_Nuit_Américaine_La_1973,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lara_Croft:_Tomb_Raider_2001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Life_Is_Beautiful_La_Vita_è_bella_1997,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Biggles_1986,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chronicles_of_Riddick_The_2004,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Romy_and_Michele's_High_School_Reunion_1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secret_Life_of_Girls_The_1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All_the_President's_Men_1976,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
My_Date_with_Drew_2004,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sister_My_Sister_1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bedazzled_2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maria_Full_of_Grace_Maria_Llena_eres_de_gracia_2004,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Cure_1997,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Deliverance_1972,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Rustlers'_Rhapsody_1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
If_You_Could_See_What_I_Hear_1982,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cooler_The_2003,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lock_Stock_&_Two_Smoking_Barrels_1998,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Soul_Men_2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Blackbird_The_1926,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
King_Kong_vs._Godzilla_Kingukongu_tai_Gojira_1962,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Once_Upon_a_Time..._When_We_Were_Colored_1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paper_The_1994,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Uncle_Nino_2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freeway_1996,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Make_Them_Die_Slowly_Cannibal_Ferox_1981,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Horseman_on_the_Roof_The_Hussard_sur_le_toit_Le_1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiss_Before_Dying_A_1991,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Iceberg_L'_2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hercules_in_New_York_1970,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
